Data broker name:,"Doing Business As (DBA), if applicable:",Data broker primary website:,Data broker primary contact email address:,Data broker primary phone number: [optional],Data broker primary street address:,Data broker city:,Data broker state:,Data broker zip code:,Data broker country:,Data broker's primary website that contains details on how consumers can exercise their CA Consumer Privacy rights:,Data broker collects personal information of minors:,Data broker collects consumers’ account logins or numbers with security codes that grant access to third‑party accounts,Data broker collects consumers’ government‑issued identification numbers used to verify an individual’s identity,"Data broker collects consumers' citizenship data, including immigration status",Data broker collects consumers' union membership status,Data broker collects consumers' sexual orientation status,Data broker collects consumers' gender identity and gender expression data,Data broker collects consumers' biometric data,Data broker collects consumers' precise geolocation,Data broker collects consumers’ reproductive health care data:,"Data broker collects consumers’ names, birth dates, ZIP codes, emails, phone numbers, mobile ad IDs, CTV IDs, or vehicle IDs","If you answered ‘no’ to all above, list one to three common types of personal information you collect",Data broker shared or sold consumers' data to a foreign actor in the past year,Data broker shared or sold consumers' data to the federal government in the past year,Data broker shared or sold consumers' data to other state governments in the past year,"Data broker shared or sold consumers’ data to law enforcement in the past year, except when required by subpoena or court order",Data broker shared or sold consumers’ data to a developer of a GenAI system or model in the past year,The data broker or any of its subsidiaries is regulated by the federal Fair Credit Reporting Act,"If the data broker or its subsidiaries are regulated by the FCRA, describe the types of personal information covered","If the data broker or its subsidiaries are regulated by the FCRA, describe the specific products or services covered","If the data broker or its subsidiaries are regulated by the FCRA, describe the percentage of data activities covered",The data broker or any of its subsidiaries is regulated by the Gramm‑Leach‑Bliley Act (GLBA) and implementing regulations,"If the data broker or its subsidiaries are regulated by the GLBA, describe the types of personal information covered","If the data broker or its subsidiaries are regulated by the GLBA, describe the specific products or services covered","If the data broker or its subsidiaries are regulated by the GLBA, describe the percentage of data activities covered",The data broker or any of its subsidiaries is regulated by the California Insurance Information and Privacy Protection Act (IIPPA),"If the data broker or its subsidiaries are regulated by the IIPPA, describe the types of personal information covered","If the data broker or its subsidiaries are regulated by the IIPPA, describe the specific products or services covered","If the data broker or its subsidiaries are regulated by the IIPPA, describe the percentage of data activities covered",The data broker or any of its subsidiaries is regulated by the California Confidentiality of Medical Information Act (CMIA),"If the data broker or its subsidiaries are regulated by the CMIA, describe the types of personal information covered","If the data broker or its subsidiaries are regulated by the CMIA, describe the specific products or services covered","If the data broker or its subsidiaries are regulated by the CMIA, describe the percentage of data activities covered","The data broker or its subsidiaries are regulated by the HIPAA privacy, security, and breach‑notification rules","If the data broker or its subsidiaries are regulated by HIPAA, describe the types of personal information covered","If the data broker or its subsidiaries are regulated by HIPAA, describe the specific products or services covered","If the data broker or its subsidiaries are regulated by HIPAA, describe the percentage of data activities covered",Requests to delete - Total requests received,Requests to delete - Total requests received - Complied in whole,Requests to delete - Total requests received - Complied in part,Requests to delete - Total requests received - Denied,Requests to delete - The number of days to respond substantively to a request to delete in 2024 - Mean,Requests to delete - The number of days to respond substantively to a request to delete in 2024 - Median,Requests to know what personal information is being collected - Total requests received,Requests to know what personal information is being collected - Total requests received - Complied in whole,Requests to know what personal information is being collected - Total requests received - Complied in part,Requests to know what personal information is being collected - Total requests received - Denied,Requests to know what personal information is being collected - The number of days to respond substantively to a request to know in 2024 - Mean,Requests to know what personal information is being collected - The number of days to respond substantively to a request to know in 2024 - Median,Requests to know what personal information is sold or shared - Total requests received,Requests to know what personal information is sold or shared - Total requests received - Complied in whole,Requests to know what personal information is sold or shared - Total requests received - Complied in part,Requests to know what personal information is sold or shared - Total requests received - Denied,Requests to know what personal information is sold or shared - The number of days to respond substantively to a request to know what personal information is sold or shared in 2024 - Mean,Requests to know what personal information is sold or shared - The number of days to respond substantively to a request to know what personal information is sold or shared in 2024 - Median,Requests to opt out of sale or sharing - Total requests received,Requests to opt out of sale or sharing - Total requests received - Complied in whole,Requests to opt out of sale or sharing - Total requests received - Complied in part,Requests to opt out of sale or sharing - Total requests received - Denied,Requests to opt out of sale or sharing - The number of days to respond substantively to a request to know in 2024 - Mean,Requests to opt out of sale or sharing - The number of days to respond substantively to a request to know in 2024 - Median,Requests to limit the use and disclosure of sensitive personal information - Total requests received,Requests to limit the use and disclosure of sensitive personal information - Total requests received - Complied in whole,Requests to limit the use and disclosure of sensitive personal information - Total requests received - Complied in part,Requests to limit the use and disclosure of sensitive personal information - Total requests received - Denied,Requests to limit the use and disclosure of sensitive personal information - The number of days to respond substantively to a request to know in 2024 - Mean,Requests to limit the use and disclosure of sensitive personal information - The number of days to respond substantively to a request to know in 2024 - Median,Additional Context or Comments:  [optional]
Affinity Solutions Inc.,,https://www.affinity.solutions,privacy@affinitysolutions.com,8772187776,"112 West 34th Street, 18th Floor", New York,New York,10120,UNITED STATES,https://affinitysolutions-privacy.my.onetrust.com/webform/a564cfa1-53bf-4c10-bf95-cd907432d7e8/7e4e6bf3-6562-454e-8c73-6a7bd1f4b336,No,No,No,No,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,,,,No,,,,No,,,,No,,,,No,,,,297,166,0,131,16,27,10,0,0,10,7,7,10,0,0,10,7,7,124,79,0,45,10,34,5,2,0,3,44,52,"Affinity Solutions, Inc. is a provider of technology, analytics, data-processing, and business services for our customers. We run reward programs (i.e., point-accrual or cash-back programs) that bring value, like card-linked offers, to the relationship between a payment-card holder and their issuing financial institution (“FI”) (such as a bank or credit union).

Affinity Solutions Inc. processes and transfers different categories of data, including: - Contact Data, such as name, email address, phone number; - Commercial Transaction Data including purchase history, purchasing tendencies, geolocation data (but not precise geolocation data) for retail locations where purchases were made - Demographic Data, such as gender, age range and household inferences."
AggKnowledge Inc.,,aggknowledge.ai,privacy@aggknowledge.ai,9172832477,271A 22nd Street,Brooklyn,New York,12215,UNITED STATES,aggknowledge.ai,No,No,No,No,No,No,No,No,No,No,Yes,,Yes,No,No,No,No,No,,,,No,,,,No,,,,No,,,,No,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Agile Education Marketing, LLC",,agile-ed.com,dcohen@agile-ed.com,3035229786,700 N Colorado Blvd #309,Denver,CO,80206,UNITED STATES,https://agile-ed.com/california-privacy-rights/; https://agile-ed.com/privacy-policy/,No,No,No,No,No,No,No,No,No,No,Yes,,No,Yes,No,No,No,No,,,,No,,,,No,,,,No,,,,No,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"We collect, aggregate, and transfer publicly available information obtained from Federal, State, and Local agencies, including departments of education, school districts, and schools.  Compilation methods comply with all federal, state, and local laws and regulations.  Some consumer data may be appended to the publicly sourced information.  Such information is obtained through a third party and is in compliance with all laws, including CCPA."
AGR Marketing Solutions LLC,,www.agrmarketingsolutions.com,stephen@agrmarketingsolutions.com,2398342371,224 Freeport Ct,Punta Gorda,FL,33950,UNITED STATES,www.agrmarketingsolutions.com,No,No,No,No,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,,,,No,,,,No,,,,No,,,,No,,,,846141,846141,0,0,1,1,846141,846141,0,0,1,1,846141,846141,0,0,1,1,846141,846141,0,0,1,1,846141,846141,0,0,1,1,
"Aidentified, Inc.",,https://www.aidentified.com,jspofford@aidentified.com,5087356011,33 Bradford St.,Concord,MA,01742,UNITED STATES,https://www.aidentified.com/privacy--policy,No,No,No,No,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,,,,No,,,,No,,,,No,,,,No,,,,95319,95319,0,0,1,1,24,24,0,0,30,37,24,24,0,0,30,37,95319,95319,0,0,1,1,0,0,0,0,0,0,
Airlines Reporting Corporation,,arccorp.com,legalteam@arccorp.com,7038168000,3000 Wilson Blvd,Arlington,VA,22201,UNITED STATES,https://www2.arccorp.com/site-privacy-policy/,Yes,No,No,No,No,No,No,No,No,No,Yes,,No,Yes,Yes,Yes,No,No,,,,No,,,,No,,,,No,,,,No,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
AlikeAudience Inc,AlikeAudience,alikeaudience.com,legal@alikeaudience.com,61727413,440 N Wolfe Road,Sunnyvale,California,94085,UNITED STATES,https://www.alikeaudience.com/,No,No,No,No,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,,,,No,,,,No,,,,No,,,,No,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Allant Group, LLC","Allant Group, LLC",https://allantgroup.com,privacy@allantgroup.com,6303553003,2655 Warrenville Rd.  Suite 200,Downers Grove,Illinois,60515,UNITED STATES,https://allantgroup.com/privacy-policy,No,No,No,No,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,,,,No,,,,No,,,,No,,,,No,,,,328828,328827,0,1,1,1,9,9,0,0,15,14,0,0,0,0,0,0,85,85,0,0,8,7,0,0,0,0,0,0,
Alliant Cooperative Data Solutions LLC,,alliantinsight.com,compliance@alliantdata.com,8456175500,301 Fields Lane,Brewster,NY,10509,UNITED STATES,https://alliantinsight.com/alliant-privacy-policy/,No,No,No,No,No,No,No,No,No,No,Yes,,No,No,No,No,No,Yes,Alliant collects financial information and licenses the data to third parties in compliance with FCRA,Alliant maintains a FCRA compliant database which Alliant uses to provide insights to third parties regarding consumer financial behavior.,~6%,No,,,,No,,,,No,,,,No,,,,73023,72551,19,453,1,1,72550,72527,11,12,1,1,72512,72512,0,0,1,1,73561,72942,429,190,1,1,72512,72512,0,0,1,1,N/A
"Altair Data Resources, Inc",,https://www.altairdata.com,dpelland@altairci.com,(615) 468-6800,1749 Mallory Lane Suite 201,Brentwood,TN,37027,UNITED STATES,https://www.altairdata.com/consumer-info,No,No,No,No,No,No,No,No,No,No,Yes,,No,No,No,No,No,Yes,"Name, Address, e-mail address, phone number, credit information, abbreviated SSN",Regulated prescreen consumer data,70,Yes,"Name, Address, e-mail address, phone number, credit information, abbreviated SSN",Regulated prescreen consumer data,70,No,,,,No,,,,No,,,,37132,37132,0,0,16,3,4,0,0,4,16,3,4,4,0,0,3,16,37132,37132,0,0,16,3,0,0,0,0,0,0,"Altair Data Resources’ databases include household purchase data, demographics, and interests. We do not collect any information directly, all information is sold to us by other vendors, and then re-sold for marketing purposes."
"Altrata, Inc.",,www.altrata.com,legal@altrata.com,212 224 3993,1270 Avenue of the Americas Ste 1100,New York,New York,10020,UNITED STATES,https://altrata.com/privacy-policy,No,No,No,No,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,,,,No,,,,No,,,,No,,,,Yes,"As a Business Associate and only in the event that one of our client’s is covered by HIPAA as a Covered Entity and supplied us with a Business Associate Agreement the parties would then agree to the privacy, security and breach notification provided within that Business Associate Agreement.",As provided in our Privacy Notice,As provided in our Privacy Notice,31,3,20,8,5,1,1,0,1,0,5,1,0,0,0,0,1,5,920,4,885,31,5,1,9,0,9,0,1,5,"In 2024, Altrata received 961 data‑subject requests. A large proportion were submitted by third‑party agents. In these cases, proof of the consumer’s identity and a power of attorney signed by the consumer were requested from the agent. When this step isn’t completed, we can only partially proceed and cannot fulfill the request in full. Separately, the denials reported reflect requests where we could not locate a matching record in our systems.

We received 9 requests to limit the use and disclosure of sensitive personal information. Because these requests included reference to sensitive personal information we have included them in this number. However, please note, we do not process such categories of personal information. 

Looking ahead, we expect the state’s DROP system to improve full‑fulfillment rates because requests made through DROP include consumer identity verification at the outset. Our goal is always to fulfill valid requests in full, and we are updating our internal playbooks to align with DROP so we can process verified requests more quickly and consistently."
AnalyticsIQ Inc,,analytics-iq.com,privacy@analyticsiq.com,8886124309,6 Concourse Parkway Suite 1750,Atlanta,GA,30328,UNITED STATES,https://analytics-iq.com/privacy-policy/,No,No,No,No,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,,,,No,,,,No,,,,No,,,,No,,,,22357,22357,0,0,6,6,0,0,0,0,0,0,17,2,0,15,19,19,983,983,0,0,7,7,5,5,0,0,10,10,
Anchor Computer Inc.,,http://www.anchorcomputer.com,hkhan@anchorcomputer.com,(631) 306-9336,"1300 Walt Whitman Rd Suite 103,",Melville,NY,11747,UNITED STATES,http://www.anchorcomputer.com/,No,No,No,No,No,No,No,No,No,No,No,We do not collect any data.,No,No,No,No,No,No,,,,No,,,,No,,,,No,,,,No,,,,280939,279760,0,1179,14,14,79,79,0,0,14,14,0,0,0,0,0,0,280939,279760,0,1179,14,14,0,0,0,0,0,0,
"Aniline, Inc.",SalesAssistIQ,www.aniline.ai; www.salesassistiq.ai,jen@aniline.io,9147332953,58 Valley Ln,Chappaqua,NY,10514,UNITED STATES,https://salesassistiq.ai/about,No,No,No,No,No,No,No,No,No,No,Yes,,No,No,No,No,No,No,,,,No,,,,No,,,,No,,,,No,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
